,Molecule SMILE,Molecule keywords
2495,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)c1sc2c(c1)C(c1c2sc(c1)C=C(C(=O)O)C#N)(CCCCCC)CCCCCC)c1ccc(cc1)c1sc2c(c1)C(c1c2sc(c1)C=C(C(=O)O)C#N)(CCCCCC)CCCCCC,triphenylamine
2496,CCn1o/c(=c/2\c(=Cc3ccc(cc3)c3ccc4c(c3)C3CCCC3N4c3ccccc3)sc(=O)n2CC(=O)O)/sc1=S,indoline
2497,CCCCCCOc1ccc(cc1)N1C2C3SC(C(C3SC2C2C1CC(S2)c1sc(cc1CCCCCC)C=C(C(=O)O)C#N)CCCCCC)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
2498,CCCCCCOc1ccc(cc1)N1C2CC(SC2C2C1C1SC(C(C1S2)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
2499,CCCCCCOc1ccc(cc1)N1C2CC(SC2C2C1C1SC(C(C1S2)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
2504,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC)c1ccc(cc1)c1sc2c(c1)C(c1c2sc(c1)C=C(C(=O)O)C#N)(CCCCCC)CCCCCC,triphenylamine
2508,CCCCC(CN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(cc2)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)/C1=O)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)CC,indole
2512,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc(cc1)N1c2ccc(cc2C2C1CCC2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,indoline
2525,OC(=O)c1cc2C(=O)C(=Cc3ccc(cc3)N(c3ccccc3)c3ccccc3)C(=O)c2cc1C(=O)O,triphenylamine
2528,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=C1C(=O)c2c(C1=O)cc(c(c2)C(=O)O)C(=O)O,triphenylamine
2530,CCCCCCOc1ccc(cc1)N1C2C3SC(C(C3SC2C2C1CC(S2)/C=C(/C(=O)O)\C#N)CCCCCC)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
2534,CCCCCCOc1cc(OCCCCCC)c2c(c1)C(C)(C)c1c2cc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2c(OCCCCCC)cc(c1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)C(c1c2sc(c1)C=C(C(=O)O)C#N)(CCCCCC)CCCCCC,triphenylamine
2537,N#Cc1ccc(cc1)N1C2CCCC2c2c1ccc(c2)c1ccc(cc1)C=c1sc(=O)n(/c/1=c\1/on(c(=S)s1)CC)CC(=O)O,indoline
2538,Cc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O,indoline
2539,Cc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O,indoline
2540,Cc1ccc(cc1)N1C2CCCC2c2c1ccc(c2)c1ccc(c2c1nsn2)C#Cc1ccc(cc1)C(=O)O,indoline
2542,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C(=O)O,indoline
2544,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C(=O)O,indoline
2546,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C=C(\C(=O)O)/C#N,indoline
2548,CCCCCC(COc1ccc(cc1)N(c1ccc(cc1)OCC(CCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,"indoline,triphenylamine"
2552,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(s1)C=C1C(=O)N(CC)C(=S)N(C1=O)CC,triphenylamine
2553,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc(s2)C=C(C#N)C#N)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,triphenylamine
2554,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C=C(C#N)C#N)c1ccc(cc1)C(=O)O)C#N,triphenylamine
2556,N#CC(=Cc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)C#N,triphenylamine
2557,N#CC(=Cc1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)C#N,triphenylamine
2558,N#CC(=CC1COc2c(O1)c(sc2COCCCCCCCCOCc1sc(c2c1OCC(O2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
2559,N#CC(=Cc1sc(c2c1OC(COCCCCCCCCOCC1COc3c(O1)c(sc3C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
2560,N#CC(=CC1COc2c(O1)c(COCCCCCCCCOCc1sc(c3c1OC(CO3)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)sc2c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
2561,COCC1COc2c(O1)c(sc2C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
2562,COCC1COc2c(O1)c(C=C(C(=O)O)C#N)sc2c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
2567,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1cc(cc(n1)c1cc(cc(n1)c1cc2c(s1)c1c(C2(CCCCCC)CCCCCC)cc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)C(=O)O)C(=O)O,triphenylamine
2568,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)C(c1c2sc(c1)c1ccc(c(n1)c1ccc(c(n1)c1sc2c(c1)C(c1c2sc(c1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)(CCCCCC)CCCCCC)C(=O)O)C(=O)O)(CCCCCC)CCCCCC,triphenylamine
2569,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
2570,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(c(c1)c1cc(ccc1c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
2571,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc(c(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1cc(sc1c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
2572,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC,triphenylamine
2573,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC,"triphenylamine,phenothiazine"
2574,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2cc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
2575,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c1c2cc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
2576,CCCCCCOc1ccc(cc1)C(c1cc(cc(c1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine
2577,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)C=C(C#N)C#N)N(c1ccc(cc1)C(=O)O)c1ccccc1,triphenylamine
2578,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)C(=O)O)c1ccccc1)c1ccc(s1)c1ccc(s1)C=C(C#N)C#N,triphenylamine
2579,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)C(=O)O)c1ccccc1)c1ccc(s1)C=C1C(=O)N(CC)C(=S)N(C1=O)CC,triphenylamine
2580,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)C#N,triphenylamine
2583,CCn1o/c(=c/2\c(=Cc3ccc(cc3)c3ccc4c(c3)C3CCCC3N4c3ccc(cc3)N(C)C)sc(=O)n2CC(=O)O)/sc1=S,indoline
2584,CCn1o/c(=c/2\c(=Cc3ccc(cc3)c3ccc4c(c3)C3CCCC3N4c3ccc(cc3)N(c3ccccc3)c3ccccc3)sc(=O)n2CC(=O)O)/sc1=S,indoline
2585,COc1ccc(cc1)N1C2CCCC2c2c1ccc(c2)c1ccc(cc1)C=c1sc(=O)n(/c/1=c\1/on(c(=S)s1)CC)CC(=O)O,indoline
2587,CCn1o/c(=c/2\c(=Cc3ccc(cc3)c3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C(F)(F)F)sc(=O)n2CC(=O)O)/sc1=S,indoline
2589,CCCCCCc1c(c2ccccc2)c(n2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,indolzine
2590,CCCCCCc1c(c2ccc(cc2)OC)c(n2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,indolzine
2591,CCCCCc1c2cc(OC)ccn2c(c1c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,indolzine
2592,CCCCCCOc1ccc(c(c1)OCCCCCC)c1ccc(cc1)c1c(CC(CCCC)CC)c2n(c1c1ccc(s1)/C=C(/C(=O)O)\C#N)ccc(c2)c1ccc(cc1OCCCCCC)OCCCCCC,indolzine
2593,CCCCCCOc1cc(OCCCCCC)ccc1c1ccn2c(c1)c(CC(CCCC)CC)c(c2c1ccc(s1)/C=c/1\s/c(=C/2\SC(=S)N(C2=O)CCCCCC)/n(c1=O)CC(=O)O)c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC,indolzine
2594,CCCCCCOc1ccc(c(c1)OCCCCCC)c1ccc(cc1)c1c(CC(CCCC)CC)c2n(c1/C=c/1\s/c(=C/3\SC(=S)N(C3=O)CCCCCC)/n(c1=O)CC(=O)O)ccc(c2)c1ccc(cc1OCCCCCC)OCCCCCC,indolzine
2595,N#C/C(=C\c1ccc(s1)/C=C/c1c(c2ccc(cc2)CO)c(c2n1cccc2)C)/C(=O)O,indolzine
2596,CCCCCCN1C(=S)S/C(=c\2/s/c(=C/c3c(c4ccc(cc4)CO)c(c4n3cccc4)C)/c(=O)n2CC(=O)O)/C1=O,indolzine
2597,CCCCC(CN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(s2)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)/C1=O)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)CC,indole
2598,N#CC(=C1OC(C(=C1C#N)/C=C/c1n2ccccc2c(c1c1ccc(cc1)CCC(=O)O)C)(C)C)C#N,indolzine
2600,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)/C=C(/C(=O)O)\C#N,indoline
2602,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)c1ccc(s1)/C=C(/C(=O)O)\C#N,indoline
2604,CCCCCCCCCCCCc1cc(sc1c1cc2c(s1)cc(s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)C3,indoline
2608,OC(=O)N1C(=S)S/C(=C\c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine
2609,N#C/C(=c/1\s/c(=C\c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)/c(=O)n1C)/C(=O)O,triphenylamine
2610,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C#Cc1cc2CCCc3ccc(CCCc1cc2)cc3)c1ccc(cc1)C#Cc1cc2CCCc3ccc(CCCc1cc2)cc3)/C(=O)O,triphenylamine
2611,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C#Cc1ccccc1)c1ccc(cc1)C#Cc1ccccc1)/C(=O)O,triphenylamine
2612,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/Cc1cc2CCCc3ccc(CCCc1cc2)cc3)c1ccc(cc1)/C=C/Cc1cc2CCCc3ccc(CCCc1cc2)cc3)/C(=O)O,triphenylamine
2614,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O,triphenylamine
2623,N#C/C(=C\c1ccc(s1)c1sc(cc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2624,N#C/C(=C\c1ccc(s1)c1sc(cc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2625,N#C/C(=C\c1ccc(cc1)c1sc(cc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2626,N#C/C(=C\c1ccc(cc1)c1sc(cc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2627,c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(o1)cccc2)c1ccc(cc1)c1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(o1)cccc2,triphenylamine
2628,c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(s1)cccc2)c1ccc(cc1)c1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(s1)cccc2,triphenylamine
2629,c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)Cc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(o2)cccc3)cc(c1)OCc1cnnn1Cc1ccc(cc1)/C=C/c1nc2c(o1)cccc2)c1ccc(cc1)c1nnn(c1)Cc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(o2)cccc3)cc(c1)OCc1cnnn1Cc1ccc(cc1)/C=C/c1nc2c(o1)cccc2,triphenylamine
2630,c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)Cc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(s2)cccc3)cc(c1)OCc1cnnn1Cc1ccc(cc1)/C=C/c1nc2c(s1)cccc2)c1ccc(cc1)c1nnn(c1)Cc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(s2)cccc3)cc(c1)OCc1cnnn1Cc1ccc(cc1)/C=C/c1nc2c(s1)cccc2,triphenylamine
2631,c1ccc2c(c1)oc(n2)/C=C/c1ccc(cc1)Cn1nnc(c1)c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(o1)cccc2)c1ccc(cc1)c1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(o1)cccc2,triphenylamine
2632,c1ccc2c(c1)sc(n2)/C=C/c1ccc(cc1)Cn1nnc(c1)c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(s1)cccc2)c1ccc(cc1)c1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(s1)cccc2,triphenylamine
2635,CCCCCCn1c2ccc(cc2c2c1cccc2)c1ccc(s1)c1sc(c(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2639,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1cc(nc(c1)C(=O)O)C(=O)O,triphenylamine
2640,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc(c(n1CCCCCC)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
2641,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc(c(n1CCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
2642,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc2c(n1CCCCCC)c1cc(sc1c1c2cc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
2643,CCCCC(Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1cc(c(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)CCCCCC)CCCCCC)c1ccc(s1)CC(CCCC)CC)c1cc(c(s1)c1cc(c(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)CCCCCC)CCCCCC)CC,triphenylamine
2647,CCCCCCn1c(nc(c1c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,"triphenylamine, carbazole"
2649,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc(c(n1CCCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,"triphenylamine, carbazole"
2655,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc(c(n1CCCCCC)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2659,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1nc2c(n1CCCCCC)c1cc(sc1c1c2cc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2661,CCCCCCn1c2ccc(cc2c2c1cccc2)c1[nH]c(c(n1)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2663,N#C/C(=C\c1ccc2c(c1)c1cc(ccc1C12c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)/C=C(/C(=O)O)\C#N)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2664,c1ccc2c(c1)oc(n2)/C=C/c1ccc(cc1)Cn1nnc(c1)COc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(o2)cccc3)cc(c1)Cn1nnc(c1)c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)Cc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(o2)cccc3)cc(c1)OCc1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(o1)cccc2)c1ccc(cc1)c1nnn(c1)Cc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(o2)cccc3)cc(c1)OCc1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(o1)cccc2,triphenylamine
2665,c1ccc2c(c1)sc(n2)/C=C/c1ccc(cc1)Cn1nnc(c1)COc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(s2)cccc3)cc(c1)Cn1nnc(c1)c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)Cc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(s2)cccc3)cc(c1)OCc1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(s1)cccc2)c1ccc(cc1)c1nnn(c1)Cc1cc(OCc2nnn(c2)Cc2ccc(cc2)/C=C/c2nc3c(s2)cccc3)cc(c1)OCc1nnn(c1)Cc1ccc(cc1)/C=C/c1nc2c(s1)cccc2,triphenylamine
2666,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1ccncc1,triphenylamine
2667,C[n+]1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
2668,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1cc(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
2669,C[n+]1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)cc(cc1/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
2670,CCC1=C(C)C2=C(c3ccc(cc3)C(=O)O)c3n([B-]([N+]2=C1C)(F)F)c(c(c3C)CC)C,bodipy
2671,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(C(=C(C1=C2c1ccc(cc1)N(c1ccc(cc1)C1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)CC)(F)F)C)CC)C)c1ccc(cc1)c1ccc(cc1)C(=O)O)C)CC)C,"triphenylamine,bodipy"
2672,OC(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C1=C2C=CC(=[N+]2[B-](n2c1ccc2c1ccc(cc1)C(C)(C)C)(F)F)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C1=C2C=CC(=[N+]2[B-](n2c1ccc2c1ccc(cc1)C(C)(C)C)(F)F)c1ccc(cc1)C(C)(C)C,"triphenylamine,bodipy"
2673,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(C(=C(C1=C2c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C1=C2C(=C(C(=[N+]2[B-](n2c1c(C)c(c2C)CC)(F)F)C)CC)C)c1ccc(cc1)c1ccc(cc1)C(=O)O)C)CC)C,"triphenylamine,bodipy"
2674,OC(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C1=C2C=CC(=[N+]2[B-](n2c1ccc2c1ccccc1)(F)F)c1ccccc1)c1ccc(cc1)c1ccc(s1)C1=C2C=CC(=[N+]2[B-](n2c1ccc2c1ccccc1)(F)F)c1ccccc1,"triphenylamine,bodipy"
2675,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2676,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,triphenylamine
2677,CN(c1ccc(cc1)/C=C/c1ccc(s1)C=C(C(=O)O)C#N)CCO[Si](C(C)(C)C)(C)C,triphenylamine
2678,N#CC(=Cc1ccc(c2c1nsn2)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,triphenylamine
2679,N#CC(=Cc1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,triphenylamine
2684,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C/c1ccccc1)c1ccc(cc1)/C=C/c1ccccc1)/C(=O)O,triphenylamine
2686,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc(cc1)N(c1ccc2c(c1)n(CC)c1c2sc(c1)c1ccc(c2c1nsn2)c1ccc(cc1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC,triphenylamine
2688,CCCCCCn1c2cc(ccc2c2c1cc(s2)c1ccc(c2c1nsn2)c1ccc(cc1)C=C(C(=O)O)C#N)N(c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC)c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC,triphenylamine
2689,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC,triphenylamine
2690,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1sc(c2c1OCCO2)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC,triphenylamine
