,Electrolyte,Co-adsorbent,Co-sensitizer,Semiconductor,Molecule keywords
2243,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2244,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2245,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2246,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2247,Iodide_Triiodide,None,None,TiO2,fluorene
2250,Iodide_Triiodide,None,None,TiO2,triphenylamine
2253,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2254,Iodide_Triiodide,None,None,TiO2,triphenylamine
2256,Iodide_Triiodide,None,None,TiO2,triphenylamine
2258,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2259,Co(II)_Co(III),None,None,TiO2,"triphenylamine,carbazole"
2260,Iodide_Triiodide,None,None,TiO2,"thienothiophene, ethylenedioxythiophene,triphenylamine"
2261,Iodide_Triiodide,None,None,TiO2,"thienothiophene, ethylenedioxythiophene,triphenylamine"
2262,Iodide_Triiodide,None,None,TiO2,"bithiazole, triphenylamine"
2263,Iodide_Triiodide,None,None,TiO2,"fluorenone, triphenylamine"
2266,Iodide_Triiodide,CDCA,None,TiO2,diphenylamine
2267,Iodide_Triiodide,None,None,TiO2,diphenylamine
2270,Iodide_Triiodide,None,None,TiO2,triphenylamine
2272,Iodide_Triiodide,None,None,TiO2,triphenylamine
2273,Iodide_Triiodide,None,None,TiO2,triphenylamine
2274,Iodide_Triiodide,None,None,TiO2,diphenylamine
2275,Iodide_Triiodide,None,None,TiO2,diphenylamine
2277,Iodide_Triiodide,DCA,None,TiO2,diphenylamine
2278,Iodide_Triiodide,DCA,None,TiO2,diphenylamine
2280,Iodide_Triiodide,DCA,None,TiO2,diphenylamine
2281,Iodide_Triiodide,None,None,TiO2,triphenylamine
2282,Iodide_Triiodide,None,None,TiO2,triphenylamine
2283,Iodide_Triiodide,None,None,TiO2,triphenylamine
2284,Iodide_Triiodide,None,None,TiO2,triphenylamine
2285,Iodide_Triiodide,None,None,TiO2,triphenylamine
2286,Iodide_Triiodide,None,None,TiO2,triphenylamine
2287,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2288,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2289,Iodide_Triiodide,None,None,TiO2,triphenylamine
2290,Iodide_Triiodide,None,None,TiO2,triphenylamine
2293,Iodide_Triiodide,CDCA,None,TiO2,diphenylamine
2294,Iodide_Triiodide,None,None,TiO2,triphenylamine
2295,Iodide_Triiodide,None,None,TiO2,triphenylamine
2297,Iodide_Triiodide,None,None,TiO2,indoline
2299,Iodide_Triiodide,None,None,TiO2,indoline
2300,Iodide_Triiodide,None,None,TiO2,indoline
2303,Iodide_Triiodide,None,S2,TiO2,indoline
2309,Iodide_Triiodide,None,None,TiO2,indoline
2314,Iodide_Triiodide,None,None,TiO2,indoline
2315,Iodide_Triiodide,None,None,TiO2,indoline
2316,Iodide_Triiodide,None,None,TiO2,triphenylamine
2318,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2319,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2320,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2321,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2322,Iodide_Triiodide,None,None,TiO2,"triphenylamine,carbazole"
2324,Iodide_Triiodide,None,None,TiO2,"triphenylamine,carbazole"
2328,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2330,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2332,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2334,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2336,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2337,Iodide_Triiodide,DCA,None,TiO2,"triphenylamine, carbazole"
2338,Iodide_Triiodide,DCA,None,TiO2,"triphenylamine, carbazole"
2339,Iodide_Triiodide,DCA,None,TiO2,"triphenylamine, carbazole"
2340,Iodide_Triiodide,None,None,TiO2,"triphenylamine, carbazole"
2341,Iodide_Triiodide,None,None,TiO2,"triphenylamine,bodipy"
2344,Iodide_Triiodide,None,None,TiO2,triphenylamine
2349,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2360,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2366,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2367,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2368,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2370,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2371,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2372,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2373,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2374,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2380,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2381,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2382,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2383,Iodide_Triiodide,None,None,TiO2,triphenylamine
2386,Iodide_Triiodide,None,None,TiO2,triphenylamine
2389,Iodide_Triiodide,None,None,TiO2,triphenylamine
2391,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2395,Co(II)_Co(III),None,None,TiO2,triphenylamine
2398,Co(II)_Co(III),None,None,TiO2,triphenylamine
2400,Iodide_Triiodide,None,None,TiO2,triphenylamine
2401,Iodide_Triiodide,None,None,TiO2,triphenylamine
2402,Iodide_Triiodide,None,None,TiO2,triphenylamine
2403,Iodide_Triiodide,None,None,TiO2,triphenylamine
2404,Iodide_Triiodide,None,None,TiO2,triphenylamine
2405,Iodide_Triiodide,None,None,TiO2,triphenylamine
2406,Iodide_Triiodide,None,None,TiO2,triphenylamine
2407,Iodide_Triiodide,None,None,TiO2,triphenylamine
2408,Iodide_Triiodide,None,None,TiO2,triphenylamine
2409,Iodide_Triiodide,None,None,TiO2,triphenylamine
2410,Iodide_Triiodide,None,None,TiO2,triphenylamine
2411,Iodide_Triiodide,None,None,TiO2,triphenylamine
2413,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2417,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2418,Iodide_Triiodide,None,None,TiO2,triphenylamine
2419,Iodide_Triiodide,None,None,TiO2,triphenylamine
2420,Iodide_Triiodide,None,None,TiO2,triphenylamine
2421,Iodide_Triiodide,None,None,TiO2,triphenylamine
2422,Iodide_Triiodide,None,None,TiO2,triphenylamine
2424,Iodide_Triiodide,None,None,TiO2,triphenylamine
2425,Iodide_Triiodide,None,None,TiO2,triphenylamine
2427,Iodide_Triiodide,None,None,TiO2,triphenylamine
2428,Iodide_Triiodide,None,None,TiO2,triphenylamine
2429,Iodide_Triiodide,None,None,TiO2,triphenylamine
2430,Iodide_Triiodide,None,None,TiO2,triphenylamine
2431,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2433,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2434,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2435,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2436,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2443,Iodide_Triiodide,None,None,TiO2,triphenylamine
2444,Iodide_Triiodide,None,None,TiO2,triphenylamine
2445,Co(II)_Co(III),None,None,TiO2,triphenylamine
2447,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2450,Iodide_Triiodide,None,None,TiO2,triphenylamine
2451,Iodide_Triiodide,1 mM cholanic acid,None,TiO2,triphenylamine
2452,Iodide_Triiodide,1 mM cholanic acid,None,TiO2,triphenylamine
2453,Iodide_Triiodide,1 mM cholanic acid,None,TiO2,triphenylamine
2454,Iodide_Triiodide,None,None,TiO2,triphenylamine
2455,Iodide_Triiodide,None,None,TiO2,triphenylamine
2456,Iodide_Triiodide,None,None,TiO2,triphenylamine
2457,Iodide_Triiodide,None,None,TiO2,triphenylamine
2460,Iodide_Triiodide,None,None,TiO2,-
2461,Iodide_Triiodide,None,None,TiO2,triphenylamine
2462,Iodide_Triiodide,None,None,TiO2,triphenylamine
2463,Iodide_Triiodide,None,None,TiO2,triphenylamine
2464,Iodide_Triiodide,None,None,TiO2,triphenylamine
2465,Iodide_Triiodide,None,None,TiO2,triphenylamine
2466,Iodide_Triiodide,None,None,TiO2,triphenylamine
2468,Iodide_Triiodide,None,None,TiO2,triphenylamine
2469,Iodide_Triiodide,None,None,TiO2,triphenylamine
2470,Iodide_Triiodide,None,None,TiO2,triphenylamine
2471,Iodide_Triiodide,None,None,TiO2,triphenylamine
2472,Iodide_Triiodide,None,None,TiO2,triphenylamine
2475,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2476,Iodide_Triiodide,None,None,TiO2,triphenylamine
2477,Iodide_Triiodide,None,None,TiO2,triphenylamine
2478,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2479,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2480,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2484,Iodide_Triiodide,None,None,TiO2,triphenylamine
2485,Iodide_Triiodide,None,None,TiO2,triphenylamine
2486,Iodide_Triiodide,None,None,TiO2,diphenylamine
2487,Iodide_Triiodide,None,None,TiO2,diphenylamine
2488,Iodide_Triiodide,None,None,TiO2,diphenylamine
2489,Iodide_Triiodide,None,None,TiO2,diphenylamine
2491,Co(II)_Co(III),None,None,TiO2,triphenylamine
2492,Co(II)_Co(III),None,None,TiO2,triphenylamine
2493,Co(II)_Co(III),None,None,TiO2,triphenylamine
2494,Co(II)_Co(III),None,None,TiO2,triphenylamine
2495,Co(II)_Co(III),None,None,TiO2,triphenylamine
2496,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2497,Co(II)_Co(III),None,None,TiO2,triphenylamine
2498,Co(II)_Co(III),None,None,TiO2,triphenylamine
2499,Co(II)_Co(III),None,None,TiO2,triphenylamine
2504,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2508,Iodide_Triiodide,None,None,TiO2,indole
2512,Co(II)_Co(III),CDCA,None,TiO2,indoline
2525,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2528,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2530,Co(II)_Co(III),None,None,TiO2,triphenylamine
2534,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2537,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2538,Iodide_Triiodide,None,None,TiO2,indoline
2539,Iodide_Triiodide,None,None,TiO2,indoline
2540,Iodide_Triiodide,None,None,TiO2,indoline
2542,Iodide_Triiodide,None,D3,TiO2,indoline
2544,Iodide_Triiodide,None,None,TiO2,indoline
2546,Iodide_Triiodide,None,S2,TiO2,indoline
2548,Iodide_Triiodide,None,IQ21,TiO2,"indoline,triphenylamine"
2552,Iodide_Triiodide,None,None,NiO,triphenylamine
2553,Iodide_Triiodide,None,None,NiO,triphenylamine
2554,Iodide_Triiodide,None,None,NiO,triphenylamine
2556,Iodide_Triiodide,None,None,NiO,triphenylamine
2557,Iodide_Triiodide,None,None,NiO,triphenylamine
2558,Iodide_Triiodide,None,None,TiO2,triphenylamine
2559,Iodide_Triiodide,None,None,TiO2,triphenylamine
2560,Iodide_Triiodide,None,None,TiO2,triphenylamine
2561,Iodide_Triiodide,None,None,TiO2,triphenylamine
2562,Iodide_Triiodide,None,None,TiO2,triphenylamine
2567,Iodide_Triiodide,None,None,TiO2,triphenylamine
2568,Iodide_Triiodide,None,None,TiO2,triphenylamine
2569,Iodide_Triiodide,None,None,TiO2,triphenylamine
2570,Iodide_Triiodide,None,None,TiO2,triphenylamine
2571,Iodide_Triiodide,None,None,TiO2,triphenylamine
2572,Iodide_Triiodide,None,None,TiO2,triphenylamine
2573,Iodide_Triiodide,None,None,TiO2,"triphenylamine,phenothiazine"
2574,Iodide_Triiodide,None,None,TiO2,triphenylamine
2575,Iodide_Triiodide,None,None,TiO2,triphenylamine
2576,Iodide_Triiodide,None,None,TiO2,triphenylamine
2577,Iodide_Triiodide,None,None,NiO,triphenylamine
2578,Iodide_Triiodide,None,None,NiO,triphenylamine
2579,Iodide_Triiodide,None,None,NiO,triphenylamine
2580,Iodide_Triiodide,None,None,NiO,triphenylamine
2583,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2584,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2585,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2587,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2589,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2590,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2591,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2592,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2593,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2594,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2595,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2596,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2597,Iodide_Triiodide,None,None,TiO2,indole
2598,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2600,Iodide_Triiodide,None,None,TiO2,indoline
2602,Iodide_Triiodide,None,None,TiO2,indoline
2604,Iodide_Triiodide,None,None,TiO2,indoline
2608,Iodide_Triiodide,None,None,TiO2,triphenylamine
2609,Iodide_Triiodide,None,None,TiO2,triphenylamine
2610,Iodide_Triiodide,None,None,TiO2,triphenylamine
2611,Iodide_Triiodide,None,None,TiO2,triphenylamine
2612,Iodide_Triiodide,None,None,TiO2,triphenylamine
2614,Iodide_Triiodide,None,None,TiO2,triphenylamine
2623,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2624,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2625,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2626,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2627,Iodide_Triiodide,None,N719,TiO2,triphenylamine
2628,Iodide_Triiodide,None,N719,TiO2,triphenylamine
2629,Iodide_Triiodide,None,N719,TiO2,triphenylamine
2630,Iodide_Triiodide,None,N719,TiO2,triphenylamine
2631,Iodide_Triiodide,None,N719,TiO2,triphenylamine
2632,Iodide_Triiodide,None,N719,TiO2,triphenylamine
2635,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2639,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2640,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2641,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2642,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2643,Iodide_Triiodide,None,None,TiO2,triphenylamine
2647,Iodide_Triiodide,CDCA,None,TiO2,"triphenylamine, carbazole"
2649,Iodide_Triiodide,CDCA,None,TiO2,"triphenylamine, carbazole"
2655,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2659,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2661,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2663,Iodide_Triiodide,None,None,TiO2,triphenylamine
2664,Iodide_Triiodide,None,N719,TiO2,triphenylamine
2665,Iodide_Triiodide,None,N719,TiO2,triphenylamine
2666,Iodide_Triiodide,None,None,TiO2,triphenylamine
2667,Iodide_Triiodide,None,None,TiO2,triphenylamine
2668,Iodide_Triiodide,None,None,TiO2,triphenylamine
2669,Iodide_Triiodide,None,None,TiO2,triphenylamine
2670,Iodide_Triiodide,None,None,NiO,bodipy
2671,Iodide_Triiodide,None,None,NiO,"triphenylamine,bodipy"
2672,Iodide_Triiodide,None,None,NiO,"triphenylamine,bodipy"
2673,Iodide_Triiodide,None,None,NiO,"triphenylamine,bodipy"
2674,Iodide_Triiodide,None,None,NiO,"triphenylamine,bodipy"
2675,Iodide_Triiodide,None,None,TiO2,triphenylamine
2676,Iodide_Triiodide,None,None,TiO2,triphenylamine
2677,Iodide_Triiodide,None,None,TiO2,triphenylamine
2678,Iodide_Triiodide,None,None,TiO2,triphenylamine
2679,Iodide_Triiodide,None,None,TiO2,triphenylamine
2684,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2686,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2688,Co(II)_Co(III),HC-A1,None,TiO2,triphenylamine
2689,Co(II)_Co(III),None,None,TiO2,triphenylamine
2690,Co(II)_Co(III),None,None,TiO2,triphenylamine
2691,Co(II)_Co(III),None,None,TiO2,triphenylamine
2692,Co(II)_Co(III),None,None,TiO2,triphenylamine
2693,Iodide_Triiodide,None,None,TiO2,indole
2695,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
2697,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2698,Iodide_Triiodide,None,None,TiO2,triphenylamine
2701,Iodide_Triiodide,None,None,TiO2,triphenylamine
2703,Iodide_Triiodide,None,None,TiO2,triphenylamine
2704,Iodide_Triiodide,None,None,TiO2,triphenylamine
2706,Iodide_Triiodide,None,None,TiO2,triphenylamine
2707,Iodide_Triiodide,None,None,TiO2,triphenylamine
2708,Iodide_Triiodide,None,None,TiO2,triphenylamine
2709,Iodide_Triiodide,None,None,TiO2,triphenylamine
2710,Iodide_Triiodide,None,None,TiO2,triphenylamine
2717,Iodide_Triiodide,None,None,TiO2,triphenylamine
2718,Iodide_Triiodide,None,None,TiO2,triphenylamine
2720,Iodide_Triiodide,None,None,TiO2,indoline
2721,Iodide_Triiodide,None,None,TiO2,indoline
2722,Iodide_Triiodide,None,None,TiO2,indoline
2723,Iodide_Triiodide,None,None,TiO2,indoline
2724,Co(II)_Co(III),None,None,TiO2,"triphenylamine,phenothiazine"
2725,Co(II)_Co(III),None,None,TiO2,triphenylamine
2726,Co(II)_Co(III),None,None,TiO2,triphenylamine
2727,Iodide_Triiodide,None,None,ZnO,triphenylamine
2737,Iodide_Triiodide,None,None,TiO2,indoline
2738,Iodide_Triiodide,None,None,TiO2,indoline
2740,Iodide_Triiodide,None,None,TiO2,indoline
2741,Iodide_Triiodide,None,None,TiO2,indoline
2742,Iodide_Triiodide,None,None,TiO2,indoline
2743,Iodide_Triiodide,None,None,TiO2,indoline
2754,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2757,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
2767,Iodide_Triiodide,cholic acid,None,TiO2,indoline
2768,Iodide_Triiodide,cholic acid,None,TiO2,indoline
2771,Iodide_Triiodide,DCA,None,ZnO,indoline
2775,Iodide_Triiodide,DCA,None,ZnO,indoline
2785,Co(II)_Co(III),None,None,TiO2,triphenylamine
2790,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
2793,Iodide_Triiodide,None,None,TiO2,indoline
2794,Iodide_Triiodide,None,None,TiO2,indoline
2795,Iodide_Triiodide,None,None,TiO2,indoline
2797,Iodide_Triiodide,None,None,TiO2,indoline
2798,Iodide_Triiodide,None,None,TiO2,indoline
2799,Iodide_Triiodide,cholic acid,None,TiO2,indoline
2801,Iodide_Triiodide,DCA,None,ZnO,indoline
2803,Iodide_Triiodide,None,None,TiO2,indoline
2804,Iodide_Triiodide,None,None,TiO2,indoline
2805,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2806,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2807,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2808,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2809,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2810,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2813,Iodide_Triiodide,None,None,TiO2,indoline
2814,Iodide_Triiodide,CDCA,None,TiO2,indoline
2815,Iodide_Triiodide,None,None,TiO2,"indoline,squaraine"
2816,Iodide_Triiodide,None,None,TiO2,indoline
2817,Iodide_Triiodide,None,None,TiO2,indoline
2820,Iodide_Triiodide,None,None,TiO2,indoline
2821,Iodide_Triiodide,None,None,TiO2,indoline
2822,Iodide_Triiodide,None,None,TiO2,indoline
2823,Iodide_Triiodide,None,None,TiO2,indoline
2824,Iodide_Triiodide,None,None,TiO2,indoline
2825,Iodide_Triiodide,None,None,TiO2,indoline
2829,Iodide_Triiodide,CDCA,None,TiO2,indoline
2831,Iodide_Triiodide,CDCA,None,TiO2,indoline
2832,Iodide_Triiodide,CDCA,QX20 cosensitizer,TiO2,indoline
2833,Iodide_Triiodide,None,None,TiO2,"indoline,triphenylamine"
2834,Iodide_Triiodide,None,None,TiO2,"indoline,triphenylamine"
2835,Iodide_Triiodide,None,None,TiO2,"indoline,triphenylamine"
2840,Iodide_Triiodide,None,None,TiO2,"indoline, carbazole"
2841,not specified,None,None,TiO2,indoline
2842,not specified,None,None,TiO2,indoline
2850,Iodide_Triiodide,CDCA,None,TiO2,indolzine
2851,Iodide_Triiodide,None,None,TiO2,indoline
2853,Iodide_Triiodide,None,None,TiO2,indoline
2855,Iodide_Triiodide,None,None,TiO2,indoline
2857,Iodide_Triiodide,None,None,TiO2,indoline
2871,Iodide_Triiodide,None,None,TiO2,indoline
2873,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2875,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2876,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2877,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2878,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2879,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2880,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2881,Iodide_Triiodide,cholic acid,None,ZnO,indoline
2882,Iodide_Triiodide,None,None,TiO2,indoline
2883,Iodide_Triiodide,None,None,TiO2,"indoline, triphenylamine"
2884,Iodide_Triiodide,cholic acid,None,TiO2,indoline
2885,Iodide_Triiodide,cholic acid,None,TiO2,indoline
2888,Iodide_Triiodide,None,N719,Zn2SnO4 film 12-14 um,indoline
2889,Iodide_Triiodide,None,Unknown,TiO2,indoline
2892,Iodide_Triiodide,None,None,TiO2,indoline
2896,Iodide_Triiodide,None,None,TiO2,indoline
2901,Iodide_Triiodide,None,None,TiO2,"indoline,triphenylamine"
2902,Iodide_Triiodide,None,None,TiO2,indoline
2903,Iodide_Triiodide,None,None,TiO2,indoline
2906,Iodide_Triiodide,None,None,TiO2,indoline
2909,Iodide_Triiodide,CDCA,None,TiO2,indoline
2910,Iodide_Triiodide,CDCA,None,TiO2,indoline
2911,Iodide_Triiodide,None,None,TiO2,indoline
2912,Iodide_Triiodide,None,None,TiO2,indoline
2913,Iodide_Triiodide,None,None,TiO2,indoline
2914,Iodide_Triiodide,None,None,TiO2,indoline
2927,Iodide_Triiodide,None,None,TiO2,indoline
2931,Iodide_Triiodide,CDCA,None,TiO2,indoline
2933,Iodide_Triiodide,CDCA,None,TiO2,indoline
2934,Iodide_Triiodide,DCA,None,TiO2,indoline
2936,Iodide_Triiodide,DCA,None,TiO2,indoline
2938,Iodide_Triiodide,DCA,None,TiO2,indoline
2939,Iodide_Triiodide,CDCA,None,TiO2,indoline
2940,Iodide_Triiodide,CDCA,None,TiO2,indoline
2941,Iodide_Triiodide,CDCA,None,TiO2,indoline
2942,Iodide_Triiodide,CDCA,None,TiO2,indoline
2943,Iodide_Triiodide,None,Unknown,TiO2,indoline
2947,Iodide_Triiodide,None,None,TiO2,indoline
2948,Iodide_Triiodide,None,None,TiO2,indoline
2949,Iodide_Triiodide,None,None,TiO2,indoline
2955,Iodide_Triiodide,None,None,TiO2,indoline
2963,Iodide_Triiodide,None,None,TiO2,indoline
2964,Iodide_Triiodide,None,None,TiO2,indoline
2969,Iodide_Triiodide,None,None,TiO2,indoline
2970,Iodide_Triiodide,DCA,None,TiO2,indoline
2971,Iodide_Triiodide,None,Unknown,TiO2,indole
2981,Co(II)_Co(III),None,None,TiO2,indoline
2988,Co(II)_Co(III),None,None,TiO2,indoline
2991,Iodide_Triiodide,None,None,TiO2,indoline
2995,Iodide_Triiodide,None,None,TiO2,indoline
2996,Iodide_Triiodide,DCA,None,TiO2,indoline
2997,Iodide_Triiodide,DCA,None,TiO2,indoline
2998,Iodide_Triiodide,None,None,TiO2,indoline
3001,Iodide_Triiodide,CDCA,None,TiO2,indoline
3003,Iodide_Triiodide,None,None,TiO2,indole
3004,Iodide_Triiodide,None,None,TiO2,indole
3005,Iodide_Triiodide,None,None,TiO2,indoline
3008,Iodide_Triiodide,None,None,TiO2,indoline
3010,Iodide_Triiodide,None,None,TiO2,indoline
3021,Co(II)_Co(III),CDCA,None,TiO2,indoline
3023,Iodide_Triiodide,DCA,None,TiO2,indoline
3024,Iodide_Triiodide,DCA,None,TiO2,indoline
3027,Iodide_Triiodide,CDCA,None,TiO2,indoline
3029,Iodide_Triiodide,None,None,TiO2,indoline
3030,Iodide_Triiodide,None,None,TiO2,indoline
3034,Iodide_Triiodide,None,None,TiO2,indoline
3038,Iodide_Triiodide,CDCA,None,TiO2,indoline
3039,Iodide_Triiodide,CDCA,None,TiO2,squarine
3045,Iodide_Triiodide,CDCA,None,TiO2,"squaraine, triphenylamine"
3051,Iodide_Triiodide,CDCA,None,TiO2,indoline
3054,Iodide_Triiodide,CDCA,None,TiO2,"triazatruxene,indoline"
3055,Iodide_Triiodide,CDCA,None,TiO2,"triazatruxene,indoline"
3056,Iodide_Triiodide,None,None,TiO2,indole
3058,Iodide_Triiodide,None,None,TiO2,indole
3061,Co(II)_Co(III),None,None,TiO2,indoline
3063,Co(II)_Co(III),None,None,TiO2,indoline
3065,Co(II)_Co(III),None,None,TiO2,indoline
3069,Iodide_Triiodide,None,None,TiO2,squarine
3071,Iodide_Triiodide,None,None,TiO2,squarine
3072,Iodide_Triiodide,None,None,TiO2,squarine
3073,Iodide_Triiodide,None,None,TiO2,squarine
3075,Iodide_Triiodide,None,None,TiO2,squarine
3076,Iodide_Triiodide,CDCA,None,TiO2,indoline
3078,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
3080,Iodide_Triiodide,None,None,TiO2,indoline
3081,Iodide_Triiodide,None,None,TiO2,indoline
3083,Iodide_Triiodide,CDCA,None,TiO2,squarylium
3091,Iodide_Triiodide,None,None,TiO2,squarylium
3092,Iodide_Triiodide,None,None,TiO2,squarylium
3095,Iodide_Triiodide,None,None,TiO2,hemicyanine
3096,Spiro-OMeTAD,None,None,TiO2,indoline
3101,Iodide_Triiodide,None,None,TiO2,indoline
3103,Iodide_Triiodide,None,None,TiO2,indoline
3114,Iodide_Triiodide,None,None,TiO2,indoline
3115,Iodide_Triiodide,None,None,TiO2,indoline
3116,Iodide_Triiodide,None,None,TiO2,indoline
3119,Iodide_Triiodide,None,TC2,TiO2,indoline
3121,Iodide_Triiodide,None,None,TiO2,hemicyanine
3122,Iodide_Triiodide,None,None,TiO2,hemicyanine
3123,Iodide_Triiodide,None,None,TiO2,hemicyanine
3128,Iodide_Triiodide,None,TC2,TiO2,indoline
3132,Iodide_Triiodide,None,TC2,TiO2,indoline
3136,Iodide_Triiodide,None,TC2,TiO2,indoline
3140,Iodide_Triiodide,DCA,None,TiO2,"indoline, squaraine"
3141,Iodide_Triiodide,DCA,None,TiO2,"indoline, squaraine"
3144,Iodide_Triiodide,None,None,TiO2,hemicyanine
3145,Iodide_Triiodide,None,None,TiO2,hemicyanine
3148,Iodide_Triiodide,None,None,TiO2,indoline
3150,Iodide_Triiodide,DCA,None,TiO2,indoline
3151,Iodide_Triiodide,None,None,TiO2,indoline
3154,Iodide_Triiodide,cholic acid,None,ZnO,indoline
3155,Iodide_Triiodide,cholic acid,None,ZnO,indoline
3157,Iodide_Triiodide,cholic acid,None,ZnO,indoline
3158,Iodide_Triiodide,cholic acid,None,ZnO,indoline
3159,Iodide_Triiodide,cholic acid,None,ZnO,indoline
3162,Iodide_Triiodide,cholic acid,None,ZnO,indoline
3165,Iodide_Triiodide,cholic acid,None,ZnO,indoline
